,Unnamed: 0,Title,Status,Interventions,Gender,Age,Phases,Enrollment,Start.Date,Completion.Date,Last.Update.Posted,Locations,URL,MapCountry,Drugonly,Month,Completion.Year,day_of_week
40,41,VentaProst in Subjects With COVID-19 Requiring Mechanical Ventilation,Not yet recruiting,Drug: VentaProst (inhaled epoprostenol delivered via a dedicated delivery system),All,"18 Years and older   (Adult, Older Adult)",Phase 2,20.0,"August 15, 2020",2021-02-01,"July 31, 2020","Ohio State University, Columbus, Ohio, United States",https://ClinicalTrials.gov/show/NCT04452669,United States,VentaProst (inhaled epoprostenol delivered via a dedicated delivery system),2.0,2021,Monday
41,42,Anticoagulation in Critically Ill Patients With COVID-19 (The IMPACT Trial),Recruiting,Drug: Enoxaparin sodium|Drug: Unfractionated heparin|Drug: Fondapariniux|Drug: Argatroban,All,"18 Years and older   (Adult, Older Adult)",Phase 4,186.0,"October 13, 2020",2021-06-01,"October 20, 2020","Weill Cornell Medicine, New York, New York, United States",https://ClinicalTrials.gov/show/NCT04406389,United States,Enoxaparin sodium|Unfractionated heparin|Fondapariniux|Argatroban,6.0,2021,Tuesday
42,43,The Efficacy and Safety of Huai er in the Adjuvant Treatment of COVID-19,Not yet recruiting,Drug: Huaier Granule,All,"18 Years to 75 Years   (Adult, Older Adult)",Phase 2|Phase 3,550.0,"April 1, 2020",2020-09-01,"March 17, 2020",,https://ClinicalTrials.gov/show/NCT04291053,Undefined,Huaier Granule,9.0,2020,Tuesday
43,44,Lung Diffusing Capacity for Nitric Oxide and Carbon Monoxide Early After Mild-to-severe COVID-19,Completed,,All,"Child, Adult, Older Adult",,74.0,"May 14, 2020",2020-10-12,"October 30, 2020","IRCCS Azienda Ospedaliera Universitaria San Martino - IST Istituto Nazionale per la Ricerca sul Cancro, Genoa, Italy",https://ClinicalTrials.gov/show/NCT04610554,Italy,,10.0,2020,Monday
44,45,COVID-19 Endoscopy Survey,Completed,Other: Practice details,All,"30 Years to 70 Years   (Adult, Older Adult)",,163.0,"April 10, 2020",2020-05-01,"May 20, 2020","Kings County Hospital Center, Brooklyn, NY, USA, Albertson, New York, United States|Faculty of Medicine, Zagazig University, Zagazig, Sharkia, Egypt|Al-Azhar Univerisity, Cairo, Egypt|Ahvaz Imam hospital, Ahvaz, Iran, Islamic Republic of",https://ClinicalTrials.gov/show/NCT04342637,Egypt,,5.0,2020,Friday
45,46,COVID-19 Convalescent Plasma (CCP) Transfusion,Recruiting,Biological: COVID Convalescent Plasma,All,"18 Years and older   (Adult, Older Adult)",Early Phase 1,100.0,"June 1, 2020",2022-05-31,"July 2, 2020","University of Mississippi Medical Center, Jackson, Mississippi, United States",https://ClinicalTrials.gov/show/NCT04412486,United States,,5.0,2022,Tuesday
46,47,A Clinical Trial of a Recombinant Adenovirus 5 Vectored COVID-19 Vaccine (Ad5-nCoV) With Two Doses in Healthy Adults,"Active, not recruiting",Biological: Ad5-nCoV,All,"18 Years and older   (Adult, Older Adult)",Phase 1,149.0,"September 29, 2020",2021-06-30,"December 7, 2020","Zhongnan Hospital, Wuhan, Hubei, China",https://ClinicalTrials.gov/show/NCT04552366,China,,6.0,2021,Wednesday
47,48,Hydrogen-Oxygen Generator With Nebulizer in the Improvement of Symptoms in Patients Infected With COVID-19,Recruiting,Device: oxyhydrogen|Device: Oxygen,All,"18 Years to 85 Years   (Adult, Older Adult)",Not Applicable,100.0,"February 15, 2020",2020-08-01,"April 7, 2020","First Affiliated Hospital of Guangzhou Medical University, Guangzhou, Guangdong, China",https://ClinicalTrials.gov/show/NCT04336462,China,,8.0,2020,Saturday
48,49,Pegylated Interferon Lambda for Treatment of COVID-19 Infection,Recruiting,Drug: Lambda 180 mcg S.C,All,"18 Years and older   (Adult, Older Adult)",Phase 2,40.0,"August 5, 2020",2021-12-31,"September 1, 2020","Soroka UMC, Be'er Sheva, Israel",https://ClinicalTrials.gov/show/NCT04534673,Israel,Lambda 180 mcg S.C,12.0,2021,Friday
49,50,ABX464 in Treating Inflammation and Preventing Acute Respiratory Failure in Patients With COVID-19,Recruiting,Drug: ABX464|Drug: Placebo,All,"18 Years and older   (Adult, Older Adult)",Phase 2|Phase 3,1034.0,"May 1, 2020",2021-04-30,"July 20, 2020","Centre hospitalier Saint Pierre, Brussels, Belgium|Hôpital Erasme, Brussels, Belgium|UZ Gent, Gent, Belgium|Fundacao de Medicina Tropical Doutor Heitor Vieira Dourado - Instituto de Pesquisa Clínica Carlos Borborema, Manaus, Amazonas, Brazil|Centro Oncológico de Roraima - CECOR - NAP, Boa Vista, Roraima, Brazil|Hospital das Clinicas da FMUSP, São Paulo, Sao Paulo, Brazil|Instituto Nacional de Infectologia Evandro Chagas - FIOCRUZ Rio de Janeiro, Rio De Janeiro, Brazil|Conjunto Hospitalar do Mandaqui, Sao Paulo, Brazil|Hôpital Nord, Amiens, France|Centre Hospitalier Départemental de Vendée, La Roche-sur-Yon, France|Centre Hospitalier Universitaire de Nice, Nice, France|Hôpital Saint-Antoine, Paris, France|Universitätsmedizin Mannheim Ruprecht-Karls-Universität Heid, Mannheim, Baden-Württemberg, Germany|Universitätsklinikum Bonn, Bonn, Nordrhein-Westfalen, Germany|Asklepios Klinik St. Georg, Hamburg, Germany|Asklepios Klinik Altona, Hamburg, Germany|Fondazione IRCCS Cà Granda - Ospedale Maggiore Policlinico - Infectious Diseases, Milano, Lombardia, Italy|Ospedale San Paolo, Milano, Lombardia, Italy|Ospedale Luigi Sacco, AO-PU, Milano, Lombardia, Italy|Ospedale di Vittorio Veneto - Medecina generale, Vittorio Veneto, Treviso, Italy|Ospedale A. Manzonidi Lecco - ASST Lecco, Lecco, Italy|Ospedale Niguarda, Milano, Italy|Consultorio médico, Mérida, Yucatan, Mexico|Centro de Prevención y Rehabilitación de Enfermedades Pulmon, Nuevo León, Mexico|Hospital Universitari Germans Trias i Pujol, Badalona, Barcelona, Spain|H.G.U. Alicante, Alicante, Spain|Hospital del Mar, Barcelona, Spain|Hospital de La Princesa, Madrid, Spain|Hospital Universitario Infanta Leonor, Madrid, Spain|Royal Free Hospital, London, United Kingdom",https://ClinicalTrials.gov/show/NCT04393038,Belgium,ABX464|Placebo,4.0,2021,Friday
50,51,Setting up a COVID-19 Care Facility at a Prison in Pakistan,Completed,Other: COVID-19 FACILITY,All,"Child, Adult, Older Adult",,69.0,"March 27, 2020",2020-05-02,"May 29, 2020","Camp Jail / COVID-19 CARE FACILITY/ SIMS, Lahore, Pakistan",https://ClinicalTrials.gov/show/NCT04404179,Pakistan,,5.0,2020,Saturday
51,52,Serological Surveillance for COVID-19 in Central North Carolina,Recruiting,,All,"18 Years and older   (Adult, Older Adult)",,2500.0,"August 24, 2020",2022-06-01,"December 7, 2020","NIEHS Clinical Research Unit (CRU), Research Triangle Park, North Carolina, United States",https://ClinicalTrials.gov/show/NCT04490174,United States,,6.0,2022,Wednesday
52,53,Safety and Efficacy of Melatonin in Outpatients Infected With COVID-19,Recruiting,Drug: Melatonin|Other: Placebo (Methylcellulose) capsule,All,"18 Years and older   (Adult, Older Adult)",Phase 2,30.0,"November 6, 2020",2021-03-31,"November 10, 2020","University at Buffalo, Buffalo, New York, United States",https://ClinicalTrials.gov/show/NCT04474483,United States,Melatonin,3.0,2021,Wednesday
53,54,The Role of Resistant Starch in COVID-19 Infection,Recruiting,Drug: Dietary Supplement containing resistant starch|Dietary Supplement: Placebo Starch,All,"19 Years and older   (Adult, Older Adult)",Phase 3,1500.0,"June 3, 2020",2021-06-01,"June 17, 2020","Yale University, New Haven, Connecticut, United States|University of Michigan, Ann Arbor, Michigan, United States",https://ClinicalTrials.gov/show/NCT04342689,United States,Dietary Supplement containing resistant starch,6.0,2021,Tuesday
54,55,Low-dose Tocilizumab Versus Standard of Care in Hospitalized Patients With COVID-19,Recruiting,Drug: Tocilizumab|Other: Standard of Care,All,"18 Years and older   (Adult, Older Adult)",Phase 2,332.0,"September 10, 2020",2021-03-01,"September 23, 2020","University of Chicago Medicine, Chicago, Illinois, United States",https://ClinicalTrials.gov/show/NCT04479358,United States,Tocilizumab,3.0,2021,Monday
55,56,Contagiousness and Immunogenicity Status of COVID-19 in Asymptomatic Population (COVID-19 CONDITION),Completed,,All,"Child, Adult, Older Adult",,1526.0,"May 7, 2020",2020-08-25,"October 9, 2020","Igenomix, Paterna, Valencia, Spain",https://ClinicalTrials.gov/show/NCT04389658,Spain,,8.0,2020,Tuesday
56,57,Study of FT516 for the Treatment of COVID-19 in Hospitalized Patients With Hypoxia,Recruiting,Drug: FT516,All,"18 Years to 76 Years   (Adult, Older Adult)",Phase 1,12.0,"May 14, 2020",2022-01-01,"May 18, 2020","University of Minnesota, Minneapolis, Minnesota, United States",https://ClinicalTrials.gov/show/NCT04363346,United States,FT516,1.0,2022,Saturday
57,58,C5a Receptor Expression - COVID-19 (C5-COV),Recruiting,Other: draw blood,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,100.0,"March 31, 2020",2020-11-01,"May 4, 2020","Assistance Publique Hôpitaux de Marseille, Marseille, France",https://ClinicalTrials.gov/show/NCT04369820,France,,11.0,2020,Sunday
58,59,TXA127 for the Treatment of Severe COVID-19,Recruiting,Drug: TXA127|Drug: Placebo,All,"18 Years and older   (Adult, Older Adult)",Phase 2,100.0,August 2020,2021-12-01,"August 20, 2020","Columbia University Irving Medical Center, New York, New York, United States",https://ClinicalTrials.gov/show/NCT04401423,United States,TXA127|Placebo,12.0,2021,Wednesday
59,60,Relation Between Lab Finding and COVID-19 Severity,Not yet recruiting,"Diagnostic Test: D-dimer,CBC.ESR,CRP,|Diagnostic Test: Liver function tests ,serum ferritin and PCR for COVID-19 .",All,"Child, Adult, Older Adult",,100.0,"July 15, 2020",2020-12-01,"July 14, 2020",,https://ClinicalTrials.gov/show/NCT04470557,Undefined,,12.0,2020,Tuesday
60,61,Genosvid Diagnostic Test for Early Detection of COVID-19,Recruiting,Other: exhaled breath sampling,All,"4 Years and older   (Child, Adult, Older Adult)",Not Applicable,1543.0,"April 1, 2020",2020-12-31,"December 9, 2020","RS Bhayangkara Tk I R.Said Soekanto, Jakarta, Indonesia|RST Tk II Dr Soejono, Magelang, Indonesia|Saiful Anwar, Malang, Indonesia|Dr Sardjito Hospital, Yogyakarta, Indonesia|Bambanglipuro Hospital, Yogyakarta, Indonesia|Bhayangkara Tk III Polda DIY, Yogyakarta, Indonesia|RS Akademik UGM, Yogyakarta, Indonesia|RSPAU Hardjolukito, Yogyakarta, Indonesia|RST Tk III Dr Soetarto, Yogyakarta, Indonesia",https://ClinicalTrials.gov/show/NCT04558372,Indonesia,,12.0,2020,Thursday
61,62,Safety and Efficacy of Anti-SARS-CoV-2 Equine Antibody Fragments (INOSARS) for Hospitalized Patients With COVID-19,Not yet recruiting,Drug: Placebo|Drug: Anti-SARS-CoV-2 equine immunoglobulin fragments (INOSARS),All,"18 Years and older   (Adult, Older Adult)",Phase 1|Phase 2,51.0,"October 20, 2020",2021-06-20,"August 14, 2020","Hospital San José, Monterrey, Nuevo Leon, Mexico",https://ClinicalTrials.gov/show/NCT04514302,Mexico,Placebo|Anti-SARS-CoV-2 equine immunoglobulin fragments (INOSARS),6.0,2021,Sunday
62,63,Colchicine Plus Phenolic Monoterpenes to Treat COVID-19,Recruiting,Drug: Standard Treatment|Drug: Oral administration of Colchicine plus Herbal Phenolic Monoterpene Fractions,All,"10 Years and older   (Child, Adult, Older Adult)",Phase 1|Phase 2,200.0,"April 1, 2020",2020-11-01,"November 3, 2020","Medical Biology Research Center, Kermanshah University of Medical Sciences, Kermanshah, Iran, Kermanshah, Iran, Islamic Republic of",https://ClinicalTrials.gov/show/NCT04392141,"Iran, Islamic Republic of",Standard Treatment|Oral administration of Colchicine plus Herbal Phenolic Monoterpene Fractions,11.0,2020,Sunday
63,64,Online Learning of Veterinary Anatomy During COVID-19 Pandemic,Recruiting,Other: survey,All,"17 Years to 35 Years   (Child, Adult)",,400.0,"June 5, 2020",2020-11-05,"October 20, 2020","South Valley University, Qinā, Egypt",https://ClinicalTrials.gov/show/NCT04418284,Egypt,,11.0,2020,Thursday
64,65,Vitamin D Supplementation in Patients With COVID-19,Completed,Dietary Supplement: Vitamin D|Dietary Supplement: Placebo,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,240.0,"June 1, 2020",2020-10-07,"November 17, 2020","Clinical Hospital of the School of Medicine, University of Sao Paulo, Sao Paulo, Brazil",https://ClinicalTrials.gov/show/NCT04449718,Brazil,,10.0,2020,Wednesday
65,66,DAS181 for Severe COVID-19: Compassionate Use,Completed,Drug: DAS181,All,"18 Years to 70 Years   (Adult, Older Adult)",Not Applicable,4.0,"March 6, 2020",2020-04-30,"May 5, 2020","Renmin Hospital of Wuhan University, Wuhan, Hubei, China",https://ClinicalTrials.gov/show/NCT04324489,China,DAS181,4.0,2020,Thursday
66,67,Multi-site Adaptive Trials for COVID-19,Completed,Drug: SOC + Intravenous Famotidine|Drug: SOC + Placebo,All,"18 Years and older   (Adult, Older Adult)",Phase 3,233.0,"April 7, 2020",2020-09-07,"December 11, 2020","Southside Hospital, Bay Shore, New York, United States|North Shore University Hospital, Manhasset, New York, United States|Northern Westchester Hospital, Mount Kisco, New York, United States|Lenox Hill Hospital, New York, New York, United States|Long Island Jewish Medical Center, Queens, New York, United States",https://ClinicalTrials.gov/show/NCT04370262,United States,SOC + Intravenous Famotidine|SOC + Placebo,9.0,2020,Monday
67,68,VEGF and sFlt-1 Levels in the Pathogenesis and Severity of COVID-19 Disease,Recruiting,,All,"18 Years and older   (Adult, Older Adult)",,100.0,"May 22, 2020",2023-05-20,"October 14, 2020","University of Alabama at Birmingham, Birmingham, Alabama, United States",https://ClinicalTrials.gov/show/NCT04587323,United States,,5.0,2023,Saturday
68,69,"A Prospective ""Universal"" Observational Database for COVID-19",Recruiting,,All,"Child, Adult, Older Adult",,5000.0,"March 27, 2020",2021-04-01,"April 24, 2020","Hackensack Meridian Health - John Theurer Cancer Center, Hackensack, New Jersey, United States",https://ClinicalTrials.gov/show/NCT04347993,Jersey,,4.0,2021,Thursday
69,70,Expanded Access to Convalescent Plasma for Treatment of COVID-19,Available,Biological: Convalescent Plasma,All,"18 Years and older   (Adult, Older Adult)",,,,,"September 1, 2020","Hackensack University Medical Center, Hackensack, New Jersey, United States",https://ClinicalTrials.gov/show/NCT04472572,Jersey,,,n,
70,71,Genetic Bases of COVID-19 Clinical Variability,Recruiting,Genetic: Massive parallel sequencing of host genome,All,"18 Years and older   (Adult, Older Adult)",,2000.0,"April 8, 2020",2026-04-08,"September 17, 2020","University of Siena, Siena, Italy",https://ClinicalTrials.gov/show/NCT04549831,Italy,,4.0,2026,Wednesday
71,72,COVID-19 Infection in Healthcare Workers,Not yet recruiting,Other: Cohort,All,"18 Years and older   (Adult, Older Adult)",,6000.0,May 2020,2020-10-01,"May 13, 2020","Assistance Publique Hôpitaux de Paris - CHU Henri Mondor, Créteil, France",https://ClinicalTrials.gov/show/NCT04386759,France,,10.0,2020,Thursday
72,73,PERUCONPLASMA: Evaluating the Use of Convalescent Plasma as Management of COVID-19,Not yet recruiting,Biological: Convalescent plasma,All,"18 Years and older   (Adult, Older Adult)",Phase 2,100.0,"August 20, 2020",2020-12-31,"August 12, 2020","Hospital Nacional Hipolito Unanue, Lima, Peru",https://ClinicalTrials.gov/show/NCT04497324,Peru,,12.0,2020,Thursday
73,74,Study of Multiple Candidate Agents for the Treatment of COVID-19 in Hospitalized Patients,Not yet recruiting,Drug: Standard of care|Drug: Apremilast|Drug: Placebo,All,"18 Years and older   (Adult, Older Adult)",Phase 3,700.0,"November 30, 2020",2021-08-15,"November 27, 2020",,https://ClinicalTrials.gov/show/NCT04590586,Undefined,Standard of care|Apremilast|Placebo,8.0,2021,Sunday
74,75,Descriptive and Retrospective Analysis of Acute Myocarditis Associated With Pandemic COVID-19 in Children,Not yet recruiting,,All,up to 17 Years   (Child),,20.0,June 2020,2020-12-01,"June 9, 2020","Hôpital Bicêtre, Le Kremlin-Bicêtre, France|Hôpital Armand Trousseau, Paris, France|Hôpital Necker-Enfants Malades, Paris, France|Hôpital Robert Debré, Paris, France",https://ClinicalTrials.gov/show/NCT04420468,France,,12.0,2020,Tuesday
