,Unnamed: 0,Title,Status,Interventions,Gender,Age,Phases,Enrollment,Start Date,Completion Date,Locations,URL
89,89,A Phase Ⅱ Clinical Trial of Recombinant Corona Virus Disease-19 (COVID-19) Vaccine (Sf9 Cells),Recruiting,Biological: Low-dose Recombinant COVID-19 vaccine (Sf9 cells) (18-59 years) & Two dose regimen|Biological: Low-dose Recombinant COVID-19 vaccine (Sf9 cells) (18-59 years) & Three dose regimen|Biological: High-dose Recombinant COVID-19 vaccine (Sf9 cells) (18-59 years) & Two dose regimen|Biological: High-dose Recombinant COVID-19 vaccine (Sf9 cells) (18-59 years) & Three dose regimen|Biological: Low-dose Recombinant COVID-19 vaccine (Sf9 cells) (60-85 years) & Two dose regimen|Biological: Low-dose Recombinant COVID-19 vaccine (Sf9 cells) (60-85 years) & Three dose regimen|Biological: High-dose Recombinant COVID-19 vaccine (Sf9 cells) (60-85 years) & Two dose regimen|Biological: High-dose Recombinant COVID-19 vaccine (Sf9 cells) (60-85 years) & Three dose regimen|Biological: Low-dose placebo (18-59 years) & Two dose regimen|Biological: Low-dose placebo (18-59 years) & Three dose regimen|Biological: High-dose placebo (18-59 years) & Two dose regimen|Biological: High-dose placebo (18-59 years) & Three dose regimen|Biological: Low-dose placebo (60-85 years) & Two dose regimen|Biological: Low-dose placebo (60-85 years) & Three dose regimen|Biological: High-dose placebo (60-85 years) & Two dose regimen|Biological: High-dose placebo (60-85 years) & Three dose regimen,All,"18 Years to 85 Years   (Adult, Older Adult)",Phase 2,960.0,"November 17, 2020","November 18, 2021",China,https://ClinicalTrials.gov/show/NCT04640402
90,90,"COVID-19, Chronic Adaptation and Response to Exercise (COVID-CARE)",Not yet recruiting,Other: Aerobic Exercise Training|Other: Education,All,"18 Years to 80 Years   (Adult, Older Adult)",Phase 1|Phase 2,90.0,"December 16, 2020","December 31, 2023",United States,https://ClinicalTrials.gov/show/NCT04595773
91,91,A Phase I/II Study of Universal Off-the-shelf NKG2D-ACE2 CAR-NK Cells for Therapy of COVID-19,Recruiting,"Biological: NK cells,IL15-NK cells,NKG2D CAR-NK cells,ACE2 CAR-NK cells,NKG2D-ACE2 CAR-NK cells",All,"18 Years and older   (Adult, Older Adult)",Phase 1|Phase 2,90.0,"February 21, 2020","August 31, 2022",China,https://ClinicalTrials.gov/show/NCT04324996
92,92,Phase II / III Study of COVID-19 DNA Vaccine (AG0302-COVID19),Recruiting,Biological: Group A (AG0302-COVID19)|Biological: Group A (Placebo)|Biological: Group B (AG0302-COVID19)|Biological: Group B (Placebo),All,"18 Years and older   (Adult, Older Adult)",Phase 2|Phase 3,500.0,"November 23, 2020","March 31, 2022",Japan,https://ClinicalTrials.gov/show/NCT04655625
93,93,Photobiomodulation Laser Therapy for COVID-19 Positive Patients With Pulmonary Disease,Completed,Device: MLS Laser|Other: Regular Inpatient Medical Care,All,"18 Years to 90 Years   (Adult, Older Adult)",Phase 2,10.0,"April 30, 2020","July 16, 2020",United States,https://ClinicalTrials.gov/show/NCT04391712
94,94,"Safety, Tolerability, and Efficacy of Anti-Spike (S) SARS-CoV-2 Monoclonal Antibodies for Hospitalized Adult Patients With COVID-19",Recruiting,Drug: REGN10933+REGN10987 combination therapy|Drug: Placebo,All,"18 Years and older   (Adult, Older Adult)",Phase 1|Phase 2,2970.0,"June 10, 2020","January 25, 2021",Brazil,https://ClinicalTrials.gov/show/NCT04426695
95,95,Hyperimmune Plasma in Patients With COVID-19 Severe Infection,Recruiting,Other: plasma hyperimmune|Drug: standard therapy,All,18 Years to 60 Years   (Adult),Phase 2|Phase 3,400.0,"May 1, 2020","May 15, 2021",Italy,https://ClinicalTrials.gov/show/NCT04385043
96,96,Chloroquine Phosphate Prophylactic Use in Health Personnel Exposed to COVID-19 Patients,Not yet recruiting,Drug: Chloroquine phosphate,All,18 Years to 59 Years   (Adult),Phase 1,200.0,"July 27, 2020","January 31, 2021",Mexico,https://ClinicalTrials.gov/show/NCT04443270
97,97,Convalescent Plasma for Treatment of COVID-19: An Exploratory Dose Identifying Study,Recruiting,Biological: SARS-CoV-2 convalescent plasma,All,"18 Years and older   (Adult, Older Adult)",Phase 1|Phase 2,50.0,"May 7, 2020",December 2020,Sweden,https://ClinicalTrials.gov/show/NCT04384497
98,98,Study to Evaluate the Safety and Efficacy of High Dose IVIG in Hospitalized Participants With Coronavirus Disease (COVID-19),Recruiting,Biological: Intravenous Immune Globulin|Drug: Standard Medical Treatment,All,"18 Years and older   (Adult, Older Adult)",Phase 2,100.0,"June 2, 2020",December 2020,Spain,https://ClinicalTrials.gov/show/NCT04432324
99,99,Study of Favipiravir Compared to Standard of Care in Hospitalized Patients With COVID-19,Completed,Drug: Favipiravir|Drug: Standard of care,All,"18 Years to 80 Years   (Adult, Older Adult)",Phase 3,200.0,"May 21, 2020","August 20, 2020",Russian Federation,https://ClinicalTrials.gov/show/NCT04542694
100,100,ACTIV-5 / Big Effect Trial (BET-B) for the Treatment of COVID-19,Recruiting,Biological: Lenzilumab|Other: Placebo|Drug: Remdesivir,All,"18 Years to 99 Years   (Adult, Older Adult)",Phase 2,200.0,"October 19, 2020","July 1, 2021",Georgia,https://ClinicalTrials.gov/show/NCT04583969
101,101,Study to Evaluate the Safety and Efficacy of Liquid Alpha1-Proteinase Inhibitor (Human) in Hospitalized Participants With Coronavirus Disease (COVID-19),Recruiting,Biological: Liquid Alpha1-Proteinase Inhibitor (Human)|Drug: Placebo|Drug: Standard Medical Treatment,All,"18 Years and older   (Adult, Older Adult)",Phase 2,100.0,November 2020,September 2021,United States,https://ClinicalTrials.gov/show/NCT04547140
102,102,Safety and Efficacy of Baricitinib for COVID-19,Not yet recruiting,Drug: Baricitinib,All,"18 Years to 89 Years   (Adult, Older Adult)",Phase 2|Phase 3,80.0,November 2020,October 2021,United States,https://ClinicalTrials.gov/show/NCT04340232
103,103,Favipiravir in Hospitalized COVID-19 Patients,Not yet recruiting,Drug: Favipiravir|Drug: Hydroxychloroquine,All,"18 Years and older   (Adult, Older Adult)",Phase 4,40.0,"April 20, 2020","May 5, 2020","Iran, Islamic Republic of",https://ClinicalTrials.gov/show/NCT04359615
104,104,Clinical Trial For SARS-CoV-2 Vaccine (COVID-19),Recruiting,Biological: CoronaVac|Biological: Placebo,All,18 Years to 59 Years   (Adult),Phase 3,13000.0,"September 14, 2020","April 15, 2021",Turkey,https://ClinicalTrials.gov/show/NCT04582344
105,105,Losmapimod Safety and Efficacy in COVID-19,Recruiting,Drug: Losmapimod oral tablet|Drug: Placebo oral tablet,All,"50 Years and older   (Adult, Older Adult)",Phase 3,410.0,"August 28, 2020",November 2020,Brazil,https://ClinicalTrials.gov/show/NCT04511819
106,106,Azithromycin in Hospitalized COVID-19 Patients,Not yet recruiting,Drug: Hydroxychloroquine|Drug: Azithromycin,All,"18 Years and older   (Adult, Older Adult)",Phase 4,40.0,"April 20, 2020","May 5, 2020","Iran, Islamic Republic of",https://ClinicalTrials.gov/show/NCT04359316
107,107,COVID-19 Treatment in South Africa,Recruiting,Other: Standard of care (Paracetamol)|Drug: Artesunate-amodiaquine|Drug: Pyronaridine-artesunate|Drug: Favipiravir plus Nitazoxanide|Drug: Sofosbuvir/daclatasvir,All,"18 Years to 65 Years   (Adult, Older Adult)",Phase 2,250.0,"September 3, 2020",January 2021,South Africa,https://ClinicalTrials.gov/show/NCT04532931
108,108,A Study to Evaluate Safety and Efficacy of Convalescent Methylene Blue Treated (MBT) Plasma From Donors Recovered From Coronavirus Disease 2019 (COVID-19),Recruiting,Biological: Convalescent anti-SARS-CoV-2 MBT Plasma|Drug: Standard Medical Treatment,All,"18 Years and older   (Adult, Older Adult)",Phase 2,200.0,"April 29, 2020",March 2021,Spain,https://ClinicalTrials.gov/show/NCT04547127
109,109,Vitamin D and COVID-19 Trial,Not yet recruiting,Dietary Supplement: vitamin D|Dietary Supplement: Placebo,All,"30 Years and older   (Adult, Older Adult)",Phase 3,2700.0,"December 1, 2020","March 1, 2021",United States,https://ClinicalTrials.gov/show/NCT04536298
110,110,"An Investigation Into Beneficial Effects of Interferon Beta 1a, Compared to Interferon Beta 1b And The Base Therapeutic Regiment in Moderate to Severe COVID-19: A Randomized Clinical Trial",Completed,Drug: Hydroxychloroquine|Drug: Lopinavir / Ritonavir|Drug: Interferon Beta-1A|Drug: Interferon Beta-1B,All,"18 Years and older   (Adult, Older Adult)",Phase 2,60.0,"April 9, 2020","April 27, 2020","Iran, Islamic Republic of",https://ClinicalTrials.gov/show/NCT04343768
111,111,Acalabrutinib Study With Best Supportive Care in Participants Hospitalized With COVID-19,Terminated,Drug: Acalabrutinib,All,"18 Years to 100 Years   (Adult, Older Adult)",Phase 1,8.0,"September 21, 2020","November 18, 2020",Brazil,https://ClinicalTrials.gov/show/NCT04497948
112,112,The University of the Philippines Hydroxychloroquine PEP Against COVID-19 Trial,Withdrawn,Drug: Hydroxychloroquine plus standard preventive measures|Drug: Placebo plus standard preventive measures,All,18 Years to 59 Years   (Adult),Phase 3,0.0,December 2020,May 2021,Philippines,https://ClinicalTrials.gov/show/NCT04364815
113,113,Effect of Availability of COVID-19 Testing on Choice to Isolate and Socially Distance,Completed,Behavioral: Positive COVID Test Result - Hypothetical Scenario|Behavioral: Negative COVID Test Result - Hypothetical Scenario|Behavioral: Unavailable COVID Test Result - Hypothetical Scenario,All,"18 Years to 110 Years   (Adult, Older Adult)",Not Applicable,1400.0,"July 23, 2020","July 29, 2020",United States,https://ClinicalTrials.gov/show/NCT04459520
114,114,Adaptive COVID-19 Treatment Trial 3 (ACTT-3),"Active, not recruiting",Drug: Interferon beta-1a|Other: Placebo|Drug: Remdesivir,All,"18 Years to 99 Years   (Adult, Older Adult)",Phase 3,969.0,"August 4, 2020","December 30, 2020",Georgia,https://ClinicalTrials.gov/show/NCT04492475
115,115,Hydroxychloroquine vs. Azithromycin for Hospitalized Patients With Suspected or Confirmed COVID-19,"Active, not recruiting",Drug: Hydroxychloroquine|Drug: Azithromycin,All,"18 Years and older   (Adult, Older Adult)",Phase 2,85.0,"March 30, 2020","December 31, 2021",United States,https://ClinicalTrials.gov/show/NCT04329832
116,116,A Trial to Evaluate Safety and Efficacy of Rivaroxaban (COVID-19),Recruiting,Drug: Rivaroxaban|Drug: Placebo,All,"18 Years and older   (Adult, Older Adult)",Phase 2,600.0,"September 2, 2020",December 2020,Jersey,https://ClinicalTrials.gov/show/NCT04504032
117,117,Resolving Inflammatory Storm in COVID-19 Patients by Omega-3 Polyunsaturated Fatty Acids -,Recruiting,Drug: Omegaven®|Drug: Sodium chloride,All,"18 Years and older   (Adult, Older Adult)",Phase 2,40.0,"June 23, 2020","April 30, 2021",Sweden,https://ClinicalTrials.gov/show/NCT04647604
118,118,Safety and Efficacy of Convalescent Plasma Transfusion for Patients With COVID-19,Recruiting,Biological: convalescent plasma,All,"18 Years and older   (Adult, Older Adult)",Phase 2|Phase 3,410.0,"August 25, 2020","December 31, 2020",Mexico,https://ClinicalTrials.gov/show/NCT04388410
119,119,COVID-19 Antibody Plasma Research Study in Hospitalized Patients,Recruiting,Biological: High-titer Convalescent COVID-19 Plasma (CCP1)|Biological: Standard-titer Convalescent COVID-19 plasma (CCP2),All,"18 Years to 99 Years   (Adult, Older Adult)",Phase 2,56.0,"August 27, 2020",May 2021,United States,https://ClinicalTrials.gov/show/NCT04524507
120,120,Mesenchymal Stem Cell Treatment for Pneumonia Patients Infected With COVID-19,Recruiting,Biological: MSCs,All,"18 Years to 70 Years   (Adult, Older Adult)",Phase 1,20.0,"January 27, 2020",December 2021,China,https://ClinicalTrials.gov/show/NCT04252118
121,121,Efficacy and Safety Study of BDB-001 in Severe COVID-19 With ALI/ARDS,Recruiting,Drug: BDB-001 Injection|Other: Conventional treatment,All,"18 Years to 80 Years   (Adult, Older Adult)",Phase 2|Phase 3,368.0,"July 23, 2020","August 7, 2022",China,https://ClinicalTrials.gov/show/NCT04449588
122,122,Adaptive COVID-19 Treatment Trial 2 (ACTT-2),Completed,Other: Placebo|Drug: Remdesivir|Drug: Baricitinib,All,"18 Years to 99 Years   (Adult, Older Adult)",Phase 3,1034.0,"May 8, 2020","July 31, 2020",Denmark,https://ClinicalTrials.gov/show/NCT04401579
123,123,Adaptive COVID-19 Treatment Trial (ACTT),Completed,Other: Placebo|Drug: Remdesivir,All,"18 Years to 99 Years   (Adult, Older Adult)",Phase 3,1062.0,"February 21, 2020","May 21, 2020",Denmark,https://ClinicalTrials.gov/show/NCT04280705
124,124,Clinical Trial to Evaluate the Safety and Immunogenicity of the COVID-19 Vaccine,Recruiting,Biological: Two COVID-19 vaccine candidate (TMV-083) administrations - Low dose|Biological: Two COVID-19 vaccine candidate (TMV-083) administrations - High dose|Biological: One COVID-19 vaccine candidate (TMV-083) administration - High dose|Other: Placebo,All,18 Years to 55 Years   (Adult),Phase 1,90.0,"August 10, 2020",October 2021,Belgium,https://ClinicalTrials.gov/show/NCT04497298
125,125,Study of Niclosamide in Moderate Hospitalized Coronavirus-19 (COVID-19) Patients,Recruiting,Drug: Niclosamide|Drug: Placebo,All,"18 Years and older   (Adult, Older Adult)",Phase 2|Phase 3,436.0,"October 7, 2020",June 2022,United States,https://ClinicalTrials.gov/show/NCT04603924
126,126,Adaptive COVID-19 Treatment Trial 4 (ACTT-4),Recruiting,Drug: Baricitinib|Drug: Dexamethasone|Other: Placebo|Drug: Remdesivir,All,"18 Years to 99 Years   (Adult, Older Adult)",Phase 3,1500.0,"November 24, 2020","June 30, 2021",Georgia,https://ClinicalTrials.gov/show/NCT04640168
127,127,Treatment of Severe COVID-19 Pneumonia With Allogeneic Mesenchymal Stromal Cells (COVID_MSV),Recruiting,Biological: Mesenchymal Stromal Cells|Other: Placebo,All,"18 Years and older   (Adult, Older Adult)",Phase 2,24.0,"May 1, 2020","December 31, 2020",Spain,https://ClinicalTrials.gov/show/NCT04361942
128,128,Study of Merimepodib in Combination With Remdesivir in Adult Patients With Advanced COVID-19,Terminated,Drug: Merimepodib|Drug: Matching Placebo|Drug: Remdesivir,All,"18 Years and older   (Adult, Older Adult)",Phase 2,44.0,"June 16, 2020","December 1, 2020",Jersey,https://ClinicalTrials.gov/show/NCT04410354
129,129,The Efficacy and Safety of Pyramax in Mild to Moderate COVID-19 Patients,Recruiting,Drug: Pyronaridine-Artesunate|Drug: Placebo,All,"19 Years and older   (Adult, Older Adult)",Phase 2,76.0,"July 9, 2020",February 2021,"Korea, Republic of",https://ClinicalTrials.gov/show/NCT04475107
130,130,A Trial of Ciclesonide in Adults With Mild-to-moderate COVID-19,Recruiting,Drug: Ciclesonide Metered Dose Inhaler [Alvesco],All,"18 Years to 80 Years   (Adult, Older Adult)",Phase 2,94.0,"April 1, 2020","December 31, 2020","Korea, Republic of",https://ClinicalTrials.gov/show/NCT04330586
131,131,Acalabrutinib Study With Best Supportive Care Versus Best Supportive Care in Subjects Hospitalized With COVID-19.,Completed,Drug: Acalabrutinib,All,"18 Years to 130 Years   (Adult, Older Adult)",Phase 2,62.0,"June 13, 2020","November 16, 2020",India,https://ClinicalTrials.gov/show/NCT04380688
132,132,ACTIV-5 / Big Effect Trial (BET-A) for the Treatment of COVID-19,Recruiting,Other: Placebo|Drug: Remdesivir|Biological: Risankizumab,All,"18 Years to 99 Years   (Adult, Older Adult)",Phase 2,200.0,"October 14, 2020","July 1, 2021",Georgia,https://ClinicalTrials.gov/show/NCT04583956
133,133,Hemostasis in COVID-19: an Adaptive Clinical Trial,Recruiting,Drug: unfractionated Heparin|Drug: Unfractionated heparin nebulized|Drug: acetylsalicylic acid|Drug: Enoxaparin,All,"18 Years and older   (Adult, Older Adult)",Phase 3,310.0,"July 8, 2020","April 30, 2021",Brazil,https://ClinicalTrials.gov/show/NCT04466670
134,134,Acalabrutinib Study With Best Supportive Care Versus Best Supportive Care in Subjects Hospitalized With COVID-19.,"Active, not recruiting",Drug: Acalabrutinib,All,"18 Years to 130 Years   (Adult, Older Adult)",Phase 2,163.0,"June 12, 2020","November 23, 2020",Argentina,https://ClinicalTrials.gov/show/NCT04346199
135,135,Efficacy of Mouthwash in Reducing Salivary Carriage of COVID-19,Recruiting,Drug: 0.5% Povidone Iodine|Drug: 0.12% Chlorhexidine Gluconate Mouth Rinse|Drug: 1% Hydrogen Peroxide|Drug: 0.9% Normal Saline,All,"18 Years to 80 Years   (Adult, Older Adult)",Phase 4,60.0,"October 1, 2020",November 2020,United States,https://ClinicalTrials.gov/show/NCT04603794
136,136,"Efficacy of Hydroxychloroquine, Telmisartan and Azithromycin on the Survival of Hospitalized Elderly Patients With COVID-19",Recruiting,Drug: Hydroxychloroquine|Drug: Azithromycin|Drug: Telmisartan,All,"60 Years and older   (Adult, Older Adult)",Phase 3,1600.0,"April 25, 2020","June 1, 2021",France,https://ClinicalTrials.gov/show/NCT04359953
137,137,SARS-CoV-2 Antibodies Based IVIG Therapy for COVID-19 Patients,Recruiting,Biological: SARS-CoV-2 antibody based IVIG therapy,All,"18 Years and older   (Adult, Older Adult)",Phase 1,50.0,"June 19, 2020",March 2021,Pakistan,https://ClinicalTrials.gov/show/NCT04521309
138,138,Efficacy and Safety Evaluation of Treatment Regimens in Adult COVID-19 Patients in Senegal,Recruiting,Drug: Nafamostat Mesilate,All,"18 Years and older   (Adult, Older Adult)",Phase 3,186.0,"August 13, 2020","August 12, 2021",Senegal,https://ClinicalTrials.gov/show/NCT04390594
139,139,Vielight RX Plus for the Treatment of COVID-19 Respiratory Symptoms,Recruiting,Device: Vielight RX Plus,All,"18 Years to 65 Years   (Adult, Older Adult)",Not Applicable,280.0,"September 2, 2020","March 1, 2021",Canada,https://ClinicalTrials.gov/show/NCT04418505
140,140,Telmisartan for Treatment of COVID-19 Patients,Recruiting,Drug: Telmisartan arm will receive 80 mg Telmisartan twice daily plus standard care.,All,"18 Years and older   (Adult, Older Adult)",Phase 4,400.0,"May 19, 2020","October 1, 2020",Argentina,https://ClinicalTrials.gov/show/NCT04355936
141,141,Brainstem Dysfunction in COVID-19 Critically Ill Patients: a Prospective Observational Study,Not yet recruiting,Diagnostic Test: Brainstem Responses Assessment Sedation Score (BRASS)|Diagnostic Test: Electroencephalogram with EKG lead,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,40.0,September 2020,June 2021,France,https://ClinicalTrials.gov/show/NCT04527198
142,142,Prazosin to Prevent COVID-19 (PREVENT-COVID Trial),Recruiting,Drug: Prazosin|Other: Standard of care,All,"45 Years to 85 Years   (Adult, Older Adult)",Phase 2,220.0,"May 13, 2020","June 30, 2021",United States,https://ClinicalTrials.gov/show/NCT04365257
